Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Relations Internationales & Sciences Politiques,,Fall,BAC,"Bordeaux, Lyon, Paris, Rennes, Toulouse",10133,3,French,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor of Arts in Humanities,,Fall,BAC,Paris,10133,3,English,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc Manager des Institutions et des Affaires Publiques,,Fall,BAC+3,"Lyon, Paris",11225,2,French,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,Master Manager de l’Innovation et de la RSE,,Fall,BAC+3,Paris,12285,2,French,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,Mastère International Business & Diplomacy,,Fall,BAC+3,Paris,11760,2,English,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Relations Internationales & Sciences Politiques,,Spring,BAC,Paris,9545,3,French,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc - ERCI - Diplomatie économique et développement international des entreprises,,Fall,BAC+3,"Lyon, Paris",11225,2,French,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,MSc - ERCI - Politiques de défense et de sécurité internationale,,Fall,BAC+3,Paris,11225,2,French,,,,,,,
,HEIP (OMNES Group),Business School  📈,Ecole Spécialisée 🧢 ,Licence Professionnelle Responsable de Projet Développement Durable & Transitions,,Fall,BAC,Paris,10710,3,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Développeur Web,,"Fall, Spring",BAC,Montreuil,8900,3,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Data & IA,,"Fall, Spring",BAC,Montreuil,8900,3,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Webmarketing UX,,"Fall, Spring",BAC,Montreuil,8900,3,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Programme Grande École,,"Fall, Spring",BAC,Montreuil,9100,5,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Data & IA ,,Fall,BAC+3,Montreuil,9600,2,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Marketing Digital & UX,,Fall,BAC+3,Montreuil,9200,2,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Prépa Mastère Digital,,"Fall, Spring",BAC+2,Montreuil,9600,1,French,,,,,,,
,HETIC (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Master en transformation digitale et technologique (Master Grande École) ,,Fall,BAC+3,Montreuil,9800,2,French,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Bachelor en Sciences du Management - Business Development,,Fall,BAC,"Paris, Toulouse",8650,3,French,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Bachelor en Sciences du Management - Event Management,,Fall,BAC,Paris,8650,3,French,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Bachelor Business & Marketing,Développement d’affaires/Marketing digital et e-business/Business development/Digital Marketing and e-Business/,Fall,BAC,Paris,8650,3,Both,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Bachelor Business & Marketing,Développement d’affaires/Marketing digital et e-business/,Fall,BAC,Lyon,8650,3,French,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Bachelor Business & Marketing,Business development/Digital Marketing and e-Business/,Spring,BAC,Paris,8650,3,English,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Programme Grande École,International Business Development/Management du commerce responsable & Expérience client/Marketing digitale/Achats/,Fall,BAC,"Paris, Toulouse",12000,5,Both,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),International Business Development/Management du commerce responsable & Expérience client/Marketing digitale/Achats/,Fall,BAC+3,"Paris, Toulouse",12600,2,Both,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager ,,Fall,BAC+3,Paris,12000,2,Both,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager ,,Spring,BAC+3,Paris,12000,2,English,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager ,,Fall,BAC+4,Paris,12000,1,Both,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager  - International Business Development,,Fall,BAC+3,Toulouse,12000,2,English,,,,,,,
,ICD (IGENSIA Group),Business School  📈,Grande Ecole 👑,MBA Marketing and Customer Relationship Manager  - International Business Development,,Fall,BAC+4,Toulouse,12000,1,English,,,,,,,
"deadline: June, 12th for non EU students",ICN Business School,Business School  📈,Grande Ecole 👑,Bachelor in Management,"International Business /Luxury Management /Innovation Project Management (Fr) /Communication et Événementiel /E-Business//Banque et Assurance/
",Fall,BAC,"Nancy, Paris",9000,3,Both,,,,,,,
"deadline: June, 12th for non EU students",ICN Business School,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Finance (Both)/Marketing (Both)/Ressources humaines/Audit & Compliance/Management of Organisations (Both)/Marketing & product innovation/Contrôle de gestion/Luxury and Design Management/Banque et gestion de patrimoine/Digital marketing (Fr)/Corporate Finance/Finance d'entreprise/Stratégie marketing et développement commercial/Cultural and Creative Industries Management/International Business Development/Management des ressources humaines et innovations sociales/All Masters of Science are available/,Fall,BAC+3,"Nancy, Paris",14000,2,Both,,,,,,,
"deadline: June, 12th for non EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Audit and Compliance,,Fall,BAC+3,Nancy,12000,2,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Audit and Compliance,,Fall,BAC+4,Nancy,14000,1,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Banque et gestion de patrimoine,,Fall,BAC+3,Nancy,12000,2,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Banque et gestion de patrimoine,,Fall,BAC+4,Nancy,14000,1,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Corporate Finance,,Fall,BAC+3,Paris,12000,2,Both,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Corporate Finance,,Fall,BAC+4,Paris,14000,1,Both,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Finance d’entreprise,,Fall,BAC+3,Nancy,12000,2,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Finance d’entreprise,,Fall,BAC+4,Nancy,14000,1,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing et innovation produit,,Fall,BAC+3,Nancy,12000,2,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing et innovation produit,,Fall,BAC+4,Nancy,14000,1,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing and product innovation,,Fall,BAC+3,Paris,12000,2,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing and product innovation,,Fall,BAC+4,Paris,14000,1,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc International Business Development,,Fall,BAC+3,"Nancy, Paris",12000,2,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc International Business Development,,Fall,BAC+4,"Nancy, Paris",14000,1,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing digital,,Fall,BAC+3,Paris,12000,2,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Marketing digital,,Fall,BAC+4,Paris,14000,1,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Luxury and design management,,Fall,BAC+3,Paris,12000,2,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Luxury and design management,,Fall,BAC+4,Paris,14000,1,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Supply chain management and purchasing,,Fall,BAC+3,Paris,12000,2,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Supply chain management and purchasing,,Fall,BAC+4,Paris,14000,1,English,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Stratégie marketing et développement commercial ,,Fall,BAC+3,"Nancy, Paris",12000,2,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Stratégie marketing et développement commercial ,,Fall,BAC+4,"Nancy, Paris",14000,1,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Management des Ressources Humaines et innovations sociales,,Fall,BAC+3,"Nancy, Paris",12000,2,French,,,,,,,
"deadline: June, 12th for non EU students/ June, 30th for EU students",ICN Business School,Business School  📈,Grande Ecole 👑,MSc Management des Ressources Humaines et innovations sociales,,Fall,BAC+4,"Nancy, Paris",14000,1,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in Marketing & Business ,Finance d'entreprise/Management commercial et sales intelligence/,"Fall, Spring",BAC,"Bordeaux, Grenoble, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",8500,3,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Bachelor in Marketing & Business ,Sustainable marketing/Sustainable procurement/,Fall,BAC,Paris,9000,3,English,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Programme Grande École,Strategic Management & Sustainable Business Models,Fall,BAC,Lyon,10500,5,Both,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,Master in Management (Master Grande École),Strategic Management & Sustainable Business Models,Fall,BAC+3,Lyon,12000,2,Both,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,MBA Ingénierie d'affaires,,Fall,BAC+3,"Bordeaux, Grenoble, Lille, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",10900,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,"MBA Marketing, e-Business & IA",,Fall,BAC+3,"Bordeaux, Grenoble, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",10900,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,MBA Achats & Supply Chain Responsables ,,Fall,BAC+3,"Grenoble, Lille, Nantes",13350,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,MBA Digital Business et Transformation des Organisations ,,Fall,BAC+3,"Lyon, Montpellier, Nantes",10900,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Management Commercial Opérationnel (MCO) ,,Fall,BAC,"Lille, Lyon, Montpellier, Nantes, Nice, Paris",6650,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Négociation et Digitalisation de la Relation Client (NDRC) ,,Fall,BAC,"Bordeaux, Lille, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",6225,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Professions Immobilières (PI) ,,Fall,BAC,"Bordeaux, Lyon, Nice",6225,2,French,,,,,,,
No student in France,IDRAC (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,BTS Support à l'Action Managériale (SAM) ,,Fall,BAC,"Grenoble, Montpellier",6225,2,French,,,,,,,
No student in France,IEFT (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 , Bachelor Responsable d’Etablissement Touristique ,,Fall,BAC+2,Nantes,15000,1,French,,,,,,,
No student in France,IEFT (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 ,MBA International Tourism Manager,,Fall,BAC+3,Lyon,11375,2,French,,,,,,,
No student in France,IEFT (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 , Bachelor Responsable Développement Touristique Territorial,,Fall,BAC+2,"Lyon, Nantes",9100,1,French,,,,,,,
No student in France,IEFT (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 , MBA Manager de la Stratégie Touristique et Commerciale ,,Fall,BAC+3,"Bordeaux, Lyon, Montpellier - Odysseum, Nantes",11375,2,French,,,,,,,
No student in France,IEFT (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 , BTS Tourisme ,,Fall,BAC,Lyon,12460,2,French,,,,,,,
No student in France,IEFT (FIGS Group),Business School  📈,Ecole Spécialisée 🧢 , BTS Tourisme ,,Fall,BAC,"Bordeaux, Montpellier - Odysseum, Nantes",0,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Marché de l'art,Mobilier et objets d’art/ Peinture et arts graphiques/Mobilier et objets d’art/ Peinture et arts graphiques/,Fall,BAC,Paris,8450,3,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor ICC - Industries Culturelles et Créatives,Production culturelle/Communication culturelle/,Fall,BAC,Paris,8450,3,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Production Culturelle,,Fall,BAC,Paris,8450,3,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor Communication Culturelle,,Fall,BAC,Paris,8450,3,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art ancien et moderne,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art ancien et moderne,,Spring,BAC+3,Paris,10150,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art ancien et moderne,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art contemporain,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Art contemporain,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère commissariat d’exposition,,Fall,BAC+3,Paris,9500,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère commissariat d’exposition,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère stratégie de communication culturelle,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère stratégie de communication culturelle,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Management de la musique,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Management de la musique,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère production et diffusion de spectacle vivant,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère production et diffusion de spectacle vivant,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Production et distribution cinéma & audiovisuel,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Production et distribution cinéma & audiovisuel,,Fall,BAC+4,Paris,10140,1,French,,,,,,,
,IESA (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère politiques de médiation culturelle,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
